YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,11,29,7,WN,2631,N267WN,DEN,ONT,835,832.0,-3.0,15.0,847.0,140.0,135.0,116.0,819,943.0,4.0,955,947.0,-8.0,0,0,,,,,,
2015,10,15,4,WN,679,N7812G,14107,13198,1150,1150.0,0.0,15.0,1205.0,150.0,145.0,123.0,1044,1608.0,7.0,1620,1615.0,-5.0,0,0,,,,,,
2015,4,17,5,US,1887,N754UW,PHL,FLL,1345,1354.0,9.0,25.0,1419.0,162.0,161.0,133.0,992,1632.0,3.0,1627,1635.0,8.0,0,0,,,,,,
2015,5,12,2,AA,1659,N3EWAA,MIA,TPA,2230,2221.0,-9.0,13.0,2234.0,63.0,55.0,39.0,204,2313.0,3.0,2333,2316.0,-17.0,0,0,,,,,,
2015,9,28,1,DL,1546,N6714Q,PHX,ATL,956,947.0,-9.0,18.0,1005.0,227.0,220.0,193.0,1587,1618.0,9.0,1643,1627.0,-16.0,0,0,,,,,,
2015,3,12,4,OO,5396,N986CA,ORD,MKE,614,721.0,67.0,28.0,749.0,51.0,54.0,21.0,67,810.0,5.0,705,815.0,70.0,0,0,,3.0,0.0,58.0,9.0,0.0
2015,6,29,1,OO,7371,N455CA,MSP,BJI,1115,1122.0,7.0,21.0,1143.0,64.0,64.0,38.0,199,1221.0,5.0,1219,1226.0,7.0,0,0,,,,,,
2015,5,14,4,EV,5126,N391CA,MHT,DTW,1645,1636.0,-9.0,37.0,1713.0,133.0,136.0,93.0,610,1846.0,6.0,1858,1852.0,-6.0,0,0,,,,,,
2015,2,14,6,B6,19,N809JB,BOS,SAN,1655,1657.0,2.0,72.0,1809.0,391.0,433.0,357.0,2588,2106.0,4.0,2026,2110.0,44.0,0,0,,42.0,0.0,2.0,0.0,0.0
2015,1,16,5,MQ,3611,N8EGMQ,ORD,BUF,1710,1709.0,-1.0,25.0,1734.0,85.0,92.0,63.0,473,1937.0,4.0,1935,1941.0,6.0,0,0,,,,,,
2015,6,10,3,US,1977,N840AW,BUF,CLT,620,610.0,-10.0,10.0,620.0,110.0,118.0,86.0,546,746.0,22.0,810,808.0,-2.0,0,0,,,,,,
2015,4,13,1,OO,6211,N763SK,RDU,IAH,1135,1128.0,-7.0,12.0,1140.0,173.0,175.0,154.0,1042,1314.0,9.0,1328,1323.0,-5.0,0,0,,,,,,
2015,12,22,2,DL,2123,N3742C,MIA,JFK,1100,1100.0,0.0,27.0,1127.0,180.0,168.0,138.0,1089,1345.0,3.0,1400,1348.0,-12.0,0,0,,,,,,
2015,8,26,3,WN,2003,N369SW,LAX,SFO,2035,2037.0,2.0,9.0,2046.0,75.0,65.0,52.0,337,2138.0,4.0,2150,2142.0,-8.0,0,0,,,,,,
2015,2,11,3,B6,677,N505JB,JFK,JAX,800,758.0,-2.0,10.0,808.0,158.0,132.0,119.0,828,1007.0,3.0,1038,1010.0,-28.0,0,0,,,,,,
2015,3,31,2,MQ,3372,N935MQ,DFW,PNS,720,714.0,-6.0,19.0,733.0,113.0,96.0,75.0,604,848.0,2.0,913,850.0,-23.0,0,0,,,,,,
2015,9,22,2,MQ,3247,N651MQ,FNT,ORD,535,528.0,-7.0,20.0,548.0,69.0,67.0,38.0,223,526.0,9.0,544,535.0,-9.0,0,0,,,,,,
2015,4,11,6,WN,1573,N560WN,ATL,MCI,2045,2044.0,-1.0,14.0,2058.0,130.0,121.0,103.0,692,2141.0,4.0,2155,2145.0,-10.0,0,0,,,,,,
2015,7,25,6,DL,2410,N603AT,DAL,ATL,700,656.0,-4.0,14.0,710.0,135.0,125.0,97.0,721,947.0,14.0,1015,1001.0,-14.0,0,0,,,,,,
2015,9,3,4,WN,1578,N426WN,EWR,MSY,745,743.0,-2.0,10.0,753.0,200.0,179.0,149.0,1167,922.0,20.0,1005,942.0,-23.0,0,0,,,,,,
2015,12,2,3,DL,945,N813DN,DTW,MSP,700,654.0,-6.0,24.0,718.0,130.0,106.0,76.0,528,734.0,6.0,810,740.0,-30.0,0,0,,,,,,
2015,10,15,4,OO,4471,N815SK,14869,11884,1505,1515.0,10.0,16.0,1531.0,106.0,92.0,72.0,546,1543.0,4.0,1551,1547.0,-4.0,0,0,,,,,,
2015,9,11,5,HA,222,N485HA,HNL,ITO,1443,1451.0,8.0,18.0,1509.0,51.0,57.0,34.0,216,1543.0,5.0,1534,1548.0,14.0,0,0,,,,,,
2015,4,23,4,MQ,2926,N848MQ,LGA,ORF,1620,1624.0,4.0,12.0,1636.0,95.0,71.0,49.0,296,1725.0,10.0,1755,1735.0,-20.0,0,0,,,,,,
2015,12,24,4,WN,2949,N290WN,BNA,SAT,745,747.0,2.0,15.0,802.0,155.0,144.0,125.0,822,1007.0,4.0,1020,1011.0,-9.0,0,0,,,,,,
2015,4,8,3,WN,2701,N7811F,SAN,MDW,620,621.0,1.0,18.0,639.0,250.0,230.0,195.0,1728,1154.0,17.0,1230,1211.0,-19.0,0,0,,,,,,
2015,6,19,5,AA,1386,N4YEAA,DFW,AUS,1359,1357.0,-2.0,15.0,1412.0,62.0,52.0,31.0,190,1443.0,6.0,1501,1449.0,-12.0,0,0,,,,,,
2015,6,19,5,UA,1106,N37466,SAN,SFO,615,617.0,2.0,19.0,636.0,95.0,88.0,64.0,447,740.0,5.0,750,745.0,-5.0,0,0,,,,,,
2015,6,21,7,UA,1474,N37263,SFO,DEN,805,800.0,-5.0,19.0,819.0,157.0,149.0,114.0,967,1113.0,16.0,1142,1129.0,-13.0,0,0,,,,,,
2015,1,17,6,EV,4585,N13979,ORD,TVC,1320,1318.0,-2.0,15.0,1333.0,69.0,63.0,45.0,224,1518.0,3.0,1529,1521.0,-8.0,0,0,,,,,,
2015,12,7,1,DL,2609,N912DE,CLT,ATL,1045,1041.0,-4.0,11.0,1052.0,70.0,56.0,38.0,226,1130.0,7.0,1155,1137.0,-18.0,0,0,,,,,,
2015,3,27,5,AA,1489,N3JDAA,LGA,MIA,1525,1522.0,-3.0,40.0,1602.0,214.0,258.0,199.0,1096,1921.0,19.0,1859,1940.0,41.0,0,0,,41.0,0.0,0.0,0.0,0.0
2015,11,8,7,EV,4896,N724EV,DTW,ORD,1935,1938.0,3.0,21.0,1959.0,85.0,70.0,43.0,235,1942.0,6.0,2000,1948.0,-12.0,0,0,,,,,,
2015,12,19,6,EV,5441,N920EV,ATL,AVL,1535,1531.0,-4.0,16.0,1547.0,58.0,49.0,30.0,164,1617.0,3.0,1633,1620.0,-13.0,0,0,,,,,,
2015,3,19,4,OO,7402,N915EV,ESC,DTW,1355,1349.0,-6.0,12.0,1401.0,80.0,73.0,53.0,306,1454.0,8.0,1515,1502.0,-13.0,0,0,,,,,,
2015,12,22,2,OO,4774,N8903A,SLC,PSC,1120,1116.0,-4.0,53.0,1209.0,114.0,141.0,82.0,521,1231.0,6.0,1214,1237.0,23.0,0,0,,23.0,0.0,0.0,0.0,0.0
2015,6,15,1,DL,1898,N839DN,ATL,IND,2220,2219.0,-1.0,25.0,2244.0,96.0,88.0,58.0,432,2342.0,5.0,2356,2347.0,-9.0,0,0,,,,,,
2015,4,4,6,WN,1142,N8652B,BWI,ALB,2040,2045.0,5.0,18.0,2103.0,70.0,73.0,52.0,289,2155.0,3.0,2150,2158.0,8.0,0,0,,,,,,
2015,7,18,6,DL,472,N624AG,JFK,LAX,820,820.0,0.0,18.0,838.0,370.0,364.0,311.0,2475,1049.0,35.0,1130,1124.0,-6.0,0,0,,,,,,
2015,7,11,6,OO,4679,N8933B,CIU,DTW,1335,1356.0,21.0,18.0,1414.0,75.0,69.0,45.0,284,1459.0,6.0,1450,1505.0,15.0,0,0,,0.0,0.0,1.0,14.0,0.0
2015,8,14,5,WN,240,N739GB,ROC,MDW,1635,1648.0,13.0,9.0,1657.0,110.0,91.0,78.0,523,1715.0,4.0,1725,1719.0,-6.0,0,0,,,,,,
2015,8,10,1,OO,4997,N791SK,SBN,ORD,837,848.0,11.0,11.0,859.0,48.0,41.0,19.0,84,818.0,11.0,825,829.0,4.0,0,0,,,,,,
2015,1,26,1,DL,1307,N676DL,ATL,RIC,1540,1534.0,-6.0,20.0,1554.0,91.0,96.0,70.0,481,1704.0,6.0,1711,1710.0,-1.0,0,0,,,,,,
2015,2,22,7,OO,4446,N8982A,COS,SLC,1735,,,,,104.0,,,411,,,1919,,,0,1,A,,,,,
2015,12,29,2,WN,2694,N265WN,SNA,PHX,1555,1613.0,18.0,8.0,1621.0,70.0,65.0,50.0,338,1811.0,7.0,1805,1818.0,13.0,0,0,,,,,,
2015,3,22,7,DL,2147,N955DL,ATL,PNS,2154,2204.0,10.0,12.0,2216.0,76.0,65.0,49.0,271,2205.0,4.0,2210,2209.0,-1.0,0,0,,,,,,
2015,3,10,2,AA,1484,N4XNAA,DFW,AUS,925,919.0,-6.0,21.0,940.0,58.0,67.0,42.0,190,1022.0,4.0,1023,1026.0,3.0,0,0,,,,,,
2015,3,2,1,AA,1156,N3LGAA,DFW,LGA,1650,1657.0,7.0,17.0,1714.0,190.0,189.0,165.0,1389,2059.0,7.0,2100,2106.0,6.0,0,0,,,,,,
2015,1,25,7,OO,4469,N814SK,IAH,SLC,1830,1823.0,-7.0,19.0,1842.0,202.0,192.0,165.0,1195,2027.0,8.0,2052,2035.0,-17.0,0,0,,,,,,
2015,10,26,1,WN,12,N528SW,12191,11259,900,900.0,0.0,9.0,909.0,60.0,53.0,40.0,239,949.0,4.0,1000,953.0,-7.0,0,0,,,,,,
2015,11,11,3,UA,2009,N439UA,IND,ORD,600,548.0,-12.0,14.0,602.0,72.0,60.0,40.0,177,542.0,6.0,612,548.0,-24.0,0,0,,,,,,
2015,6,13,6,OO,5599,N783SK,DEN,MFR,1900,1952.0,52.0,23.0,2015.0,155.0,158.0,130.0,964,2125.0,5.0,2035,2130.0,55.0,0,0,,3.0,0.0,0.0,0.0,52.0
2015,2,7,6,AA,1322,N574AA,BHM,DFW,700,649.0,-11.0,8.0,657.0,134.0,134.0,95.0,597,832.0,31.0,914,903.0,-11.0,0,0,,,,,,
2015,7,20,1,B6,451,N292JB,BOS,MCO,1130,1138.0,8.0,21.0,1159.0,184.0,183.0,153.0,1121,1432.0,9.0,1434,1441.0,7.0,0,0,,,,,,
2015,9,18,5,WN,2188,N279WN,PIT,MCO,700,706.0,6.0,9.0,715.0,135.0,129.0,112.0,834,907.0,8.0,915,915.0,0.0,0,0,,,,,,
2015,7,21,2,WN,3238,N8614M,OAK,SNA,1030,1029.0,-1.0,8.0,1037.0,85.0,78.0,66.0,371,1143.0,4.0,1155,1147.0,-8.0,0,0,,,,,,
2015,6,29,1,WN,3044,N364SW,LAX,OAK,1130,1208.0,38.0,8.0,1216.0,70.0,63.0,50.0,337,1306.0,5.0,1240,1311.0,31.0,0,0,,0.0,0.0,0.0,31.0,0.0
2015,2,18,3,OO,4780,N441SW,ATL,PIA,911,910.0,-1.0,17.0,927.0,107.0,114.0,92.0,565,959.0,5.0,958,1004.0,6.0,0,0,,,,,,
2015,12,26,6,DL,1337,N953DL,ATL,MIA,1815,1812.0,-3.0,15.0,1827.0,115.0,114.0,87.0,594,1954.0,12.0,2010,2006.0,-4.0,0,0,,,,,,
2015,1,29,4,MQ,3263,N631MQ,DFW,ACT,1050,1045.0,-5.0,14.0,1059.0,39.0,40.0,24.0,89,1123.0,2.0,1129,1125.0,-4.0,0,0,,,,,,
2015,7,14,2,DL,1132,N351NW,PWM,ATL,1750,1813.0,23.0,17.0,1830.0,184.0,269.0,167.0,1027,2117.0,85.0,2054,2242.0,108.0,0,0,,85.0,0.0,0.0,23.0,0.0
2015,3,18,3,UA,1489,N76515,BOS,LAX,600,602.0,2.0,25.0,627.0,397.0,392.0,360.0,2611,927.0,7.0,937,934.0,-3.0,0,0,,,,,,
2015,12,9,3,WN,704,N206WN,PDX,MCI,1045,1045.0,0.0,10.0,1055.0,190.0,177.0,162.0,1482,1537.0,5.0,1555,1542.0,-13.0,0,0,,,,,,
2015,5,3,7,F9,402,N918FR,LAX,DEN,2000,2015.0,15.0,10.0,2025.0,133.0,130.0,112.0,862,2317.0,8.0,2313,2325.0,12.0,0,0,,,,,,
2015,6,7,7,MQ,3413,N827MQ,DCA,JFK,1235,1242.0,7.0,9.0,1251.0,84.0,58.0,44.0,213,1335.0,5.0,1359,1340.0,-19.0,0,0,,,,,,
2015,3,30,1,MQ,3536,N843MQ,TYS,ORD,1832,1824.0,-8.0,12.0,1836.0,108.0,108.0,83.0,475,1859.0,13.0,1920,1912.0,-8.0,0,0,,,,,,
2015,1,29,4,MQ,3436,N621MQ,DFW,JAN,825,817.0,-8.0,21.0,838.0,79.0,77.0,52.0,408,930.0,4.0,944,934.0,-10.0,0,0,,,,,,
2015,5,11,1,EV,6057,N14125,BHM,ORD,1807,2042.0,155.0,8.0,2050.0,133.0,114.0,92.0,584,2222.0,14.0,2020,2236.0,136.0,0,0,,0.0,0.0,0.0,136.0,0.0
2015,11,3,2,WN,2139,N7821L,RSW,IND,1105,1101.0,-4.0,8.0,1109.0,155.0,132.0,119.0,945,1308.0,5.0,1340,1313.0,-27.0,0,0,,,,,,
2015,3,8,7,DL,72,N633DL,LAS,ATL,715,711.0,-4.0,14.0,725.0,230.0,215.0,194.0,1747,1339.0,7.0,1405,1346.0,-19.0,0,0,,,,,,
2015,3,5,4,F9,1111,N201FR,MCO,CLE,1720,1718.0,-2.0,13.0,1731.0,145.0,133.0,114.0,895,1925.0,6.0,1945,1931.0,-14.0,0,0,,,,,,
2015,6,17,3,WN,3420,N491WN,BNA,MDW,1835,1907.0,32.0,9.0,1916.0,90.0,80.0,61.0,395,2017.0,10.0,2005,2027.0,22.0,0,0,,0.0,0.0,3.0,19.0,0.0
2015,12,8,2,WN,2871,N371SW,SJC,LAX,755,753.0,-2.0,17.0,810.0,70.0,79.0,52.0,308,902.0,10.0,905,912.0,7.0,0,0,,,,,,
2015,1,28,3,US,1960,N124US,CLT,BWI,945,939.0,-6.0,12.0,951.0,85.0,79.0,62.0,361,1053.0,5.0,1110,1058.0,-12.0,0,0,,,,,,
2015,12,2,3,EV,3851,N12900,ORD,HPN,1347,1431.0,44.0,33.0,1504.0,132.0,,,738,,,1659,,,1,0,,,,,,
2015,3,8,7,WN,610,N207WN,BHM,BWI,1630,1641.0,11.0,11.0,1652.0,110.0,103.0,89.0,682,1921.0,3.0,1920,1924.0,4.0,0,0,,,,,,
2015,6,13,6,DL,809,N364NW,BOS,MSP,605,600.0,-5.0,19.0,619.0,188.0,192.0,168.0,1124,807.0,5.0,813,812.0,-1.0,0,0,,,,,,
2015,1,8,4,DL,2049,N823DN,ATL,SFO,810,822.0,12.0,20.0,842.0,328.0,304.0,279.0,2139,1021.0,5.0,1038,1026.0,-12.0,0,0,,,,,,
2015,5,28,4,OO,5549,N971SW,BFL,SFO,1839,1906.0,27.0,15.0,1921.0,71.0,69.0,50.0,238,2011.0,4.0,1950,2015.0,25.0,0,0,,25.0,0.0,0.0,0.0,0.0
2015,5,3,7,MQ,3494,N845MQ,DAY,LGA,1655,1650.0,-5.0,8.0,1658.0,110.0,106.0,91.0,549,1829.0,7.0,1845,1836.0,-9.0,0,0,,,,,,
2015,7,14,2,OO,5640,N975SW,SFO,SBA,859,849.0,-10.0,19.0,908.0,77.0,69.0,46.0,262,954.0,4.0,1016,958.0,-18.0,0,0,,,,,,
2015,11,21,6,B6,1515,N281JB,SYR,JFK,1843,1836.0,-7.0,10.0,1846.0,77.0,60.0,46.0,209,1932.0,4.0,2000,1936.0,-24.0,0,0,,,,,,
2015,6,2,2,WN,4927,N625SW,LAX,SMF,1840,1855.0,15.0,6.0,1901.0,75.0,73.0,63.0,373,2004.0,4.0,1955,2008.0,13.0,0,0,,,,,,
2015,11,1,7,EV,5903,N29906,ORD,CAK,1513,1520.0,7.0,16.0,1536.0,80.0,77.0,54.0,343,1730.0,7.0,1733,1737.0,4.0,0,0,,,,,,
2015,8,11,2,OO,4751,N447SW,DTW,LAN,852,847.0,-5.0,22.0,909.0,48.0,46.0,21.0,74,930.0,3.0,940,933.0,-7.0,0,0,,,,,,
2015,7,17,5,WN,5888,N527SW,DAL,MAF,2130,2128.0,-2.0,7.0,2135.0,65.0,71.0,48.0,319,2223.0,16.0,2235,2239.0,4.0,0,0,,,,,,
2015,6,11,4,OO,4475,N441SW,MSP,ISN,1433,1448.0,15.0,14.0,1502.0,113.0,97.0,79.0,546,1621.0,4.0,1626,1625.0,-1.0,0,0,,,,,,
2015,12,5,6,UA,1252,N69847,IAH,MCO,1304,1332.0,28.0,13.0,1345.0,138.0,135.0,108.0,854,1633.0,14.0,1622,1647.0,25.0,0,0,,0.0,0.0,25.0,0.0,0.0
2015,12,16,3,B6,1717,N586JB,LGA,TPA,725,724.0,-1.0,41.0,805.0,178.0,190.0,143.0,1010,1028.0,6.0,1023,1034.0,11.0,0,0,,,,,,
2015,12,24,4,NK,446,N514NK,LAS,ORD,900,900.0,0.0,18.0,918.0,213.0,194.0,163.0,1514,1401.0,13.0,1433,1414.0,-19.0,0,0,,,,,,
2015,8,22,6,OO,5628,N771SK,SFO,SNA,840,838.0,-2.0,23.0,901.0,94.0,104.0,69.0,372,1010.0,12.0,1014,1022.0,8.0,0,0,,,,,,
2015,11,27,5,B6,1070,N796JB,FLL,BOS,1120,1114.0,-6.0,14.0,1128.0,184.0,199.0,182.0,1237,1430.0,3.0,1424,1433.0,9.0,0,0,,,,,,
2015,5,17,7,WN,4927,N636WN,ABQ,PHX,1605,1605.0,0.0,7.0,1612.0,75.0,67.0,54.0,328,1606.0,6.0,1620,1612.0,-8.0,0,0,,,,,,
2015,7,19,7,WN,367,N488WN,BDL,MCO,1620,1624.0,4.0,17.0,1641.0,175.0,157.0,134.0,1050,1855.0,6.0,1915,1901.0,-14.0,0,0,,,,,,
2015,12,5,6,B6,782,N197JB,RIC,BOS,1400,1350.0,-10.0,8.0,1358.0,88.0,80.0,68.0,474,1506.0,4.0,1528,1510.0,-18.0,0,0,,,,,,
2015,6,12,5,AS,892,N538AS,HNL,SAN,1525,1538.0,13.0,15.0,1553.0,332.0,313.0,295.0,2614,2348.0,3.0,2357,2351.0,-6.0,0,0,,,,,,
2015,7,15,3,B6,357,N309JB,BOS,IAD,1520,1520.0,0.0,15.0,1535.0,98.0,89.0,69.0,413,1644.0,5.0,1658,1649.0,-9.0,0,0,,,,,,
2015,9,10,4,WN,121,N211WN,DEN,MDW,2025,2022.0,-3.0,9.0,2031.0,135.0,118.0,106.0,895,2317.0,3.0,2340,2320.0,-20.0,0,0,,,,,,
2015,8,6,4,EV,2675,N907EV,DFW,TYS,1815,1811.0,-4.0,11.0,1822.0,127.0,130.0,114.0,772,2116.0,5.0,2122,2121.0,-1.0,0,0,,,,,,
2015,5,17,7,WN,992,N7747C,MDW,ATL,740,740.0,0.0,10.0,750.0,110.0,99.0,80.0,591,1010.0,9.0,1030,1019.0,-11.0,0,0,,,,,,
2015,4,7,2,UA,1199,N79279,SJU,EWR,101,325.0,144.0,15.0,340.0,250.0,248.0,226.0,1608,726.0,7.0,511,733.0,142.0,0,0,,0.0,0.0,0.0,142.0,0.0
2015,8,24,1,WN,541,N250WN,SEA,SMF,2035,2034.0,-1.0,11.0,2045.0,105.0,104.0,89.0,605,2214.0,4.0,2220,2218.0,-2.0,0,0,,,,,,
2015,12,4,5,AA,1258,N019AA,LAX,STL,730,726.0,-4.0,20.0,746.0,219.0,211.0,187.0,1592,1253.0,4.0,1309,1257.0,-12.0,0,0,,,,,,
2015,9,10,4,EV,5464,N538CA,ATL,MLI,2118,,,,,115.0,,,633,,,2213,,,0,1,B,,,,,
2015,10,28,3,WN,672,N404WN,10821,13495,900,859.0,-1.0,33.0,932.0,170.0,187.0,152.0,998,1104.0,2.0,1050,1106.0,16.0,0,0,,16.0,0.0,0.0,0.0,0.0
2015,9,10,4,WN,177,N391SW,LAX,OAK,1015,1013.0,-2.0,9.0,1022.0,70.0,67.0,53.0,337,1115.0,5.0,1125,1120.0,-5.0,0,0,,,,,,
2015,3,8,7,DL,2487,N365NB,MCI,SLC,1738,1733.0,-5.0,10.0,1743.0,162.0,144.0,128.0,920,1851.0,6.0,1920,1857.0,-23.0,0,0,,,,,,
2015,8,4,2,DL,2814,N821DN,ANC,SEA,44,52.0,8.0,11.0,103.0,201.0,191.0,174.0,1448,457.0,6.0,505,503.0,-2.0,0,0,,,,,,
2015,3,20,5,HA,173,N487HA,HNL,LIH,1349,1354.0,5.0,23.0,1417.0,39.0,51.0,22.0,102,1439.0,6.0,1428,1445.0,17.0,0,0,,0.0,0.0,15.0,2.0,0.0
2015,4,9,4,DL,1695,N3759,CMH,ATL,1640,1645.0,5.0,17.0,1702.0,100.0,93.0,69.0,447,1811.0,7.0,1820,1818.0,-2.0,0,0,,,,,,
2015,3,12,4,US,1999,N537UW,CLT,BOS,1610,1607.0,-3.0,12.0,1619.0,125.0,115.0,98.0,728,1757.0,5.0,1815,1802.0,-13.0,0,0,,,,,,
2015,1,27,2,WN,1017,,DAL,LGA,810,,,,,195.0,,,1381,,,1225,,,0,1,B,,,,,
2015,4,30,4,WN,4194,N8656B,MDW,RSW,1830,1828.0,-2.0,9.0,1837.0,165.0,155.0,140.0,1105,2157.0,6.0,2215,2203.0,-12.0,0,0,,,,,,
2015,12,11,5,DL,748,N671DN,ATL,DTW,1058,1053.0,-5.0,25.0,1118.0,117.0,121.0,91.0,594,1249.0,5.0,1255,1254.0,-1.0,0,0,,,,,,
2015,6,15,1,EV,5170,N850AS,TRI,ATL,1333,1319.0,-14.0,14.0,1333.0,72.0,63.0,41.0,227,1414.0,8.0,1445,1422.0,-23.0,0,0,,,,,,
2015,1,12,1,EV,5271,N926EV,DTW,GSO,1015,1024.0,9.0,17.0,1041.0,105.0,100.0,78.0,460,1159.0,5.0,1200,1204.0,4.0,0,0,,,,,,
2015,5,25,1,DL,1733,N901DE,ECP,ATL,1150,1142.0,-8.0,11.0,1153.0,74.0,64.0,37.0,240,1330.0,16.0,1404,1346.0,-18.0,0,0,,,,,,
2015,10,24,6,WN,3352,N481WN,14843,10821,1555,1554.0,-1.0,16.0,1610.0,255.0,261.0,236.0,1565,2006.0,9.0,2010,2015.0,5.0,0,0,,,,,,
2015,2,5,4,DL,1246,N353NW,FLL,CVG,1253,1347.0,54.0,9.0,1356.0,157.0,141.0,127.0,932,1603.0,5.0,1530,1608.0,38.0,0,0,,0.0,0.0,30.0,8.0,0.0
2015,9,29,2,VX,765,N527VA,LGA,DAL,1210,1201.0,-9.0,10.0,1211.0,210.0,203.0,188.0,1381,1419.0,5.0,1440,1424.0,-16.0,0,0,,,,,,
2015,3,2,1,US,603,N542UW,DFW,PHX,1825,1824.0,-1.0,13.0,1837.0,161.0,160.0,139.0,868,1956.0,8.0,2006,2004.0,-2.0,0,0,,,,,,
2015,11,30,1,AA,2354,N3KDAA,ORD,LAS,700,654.0,-6.0,12.0,706.0,247.0,228.0,210.0,1514,836.0,6.0,907,842.0,-25.0,0,0,,,,,,
2015,12,8,2,WN,2497,N8615E,SJC,SEA,2110,2110.0,0.0,6.0,2116.0,125.0,117.0,103.0,697,2259.0,8.0,2315,2307.0,-8.0,0,0,,,,,,
2015,8,8,6,AA,851,N919US,MCO,PHL,1459,1457.0,-2.0,15.0,1512.0,152.0,145.0,125.0,861,1717.0,5.0,1731,1722.0,-9.0,0,0,,,,,,
2015,12,8,2,WN,2796,N919WN,MEM,BWI,1825,1820.0,-5.0,8.0,1828.0,115.0,117.0,103.0,787,2111.0,6.0,2120,2117.0,-3.0,0,0,,,,,,
2015,5,26,2,OO,5557,N792SK,IAH,CVG,1625,1623.0,-2.0,13.0,1636.0,139.0,131.0,111.0,871,1927.0,7.0,1944,1934.0,-10.0,0,0,,,,,,
2015,6,29,1,DL,2133,N336NB,ATL,CLT,1345,1350.0,5.0,15.0,1405.0,79.0,66.0,42.0,226,1447.0,9.0,1504,1456.0,-8.0,0,0,,,,,,
2015,5,10,7,B6,703,N640JB,JFK,SJU,1417,1416.0,-1.0,35.0,1451.0,241.0,240.0,201.0,1598,1812.0,4.0,1818,1816.0,-2.0,0,0,,,,,,
2015,6,28,7,US,1810,N555AY,CLT,TPA,1440,1435.0,-5.0,12.0,1447.0,100.0,104.0,88.0,507,1615.0,4.0,1620,1619.0,-1.0,0,0,,,,,,
2015,12,16,3,MQ,3078,N681MQ,ORD,GRR,1655,1653.0,-2.0,10.0,1703.0,58.0,42.0,28.0,137,1831.0,4.0,1853,1835.0,-18.0,0,0,,,,,,
2015,4,1,3,AA,1042,N3FAAA,SAN,MIA,2215,2210.0,-5.0,13.0,2223.0,277.0,255.0,237.0,2267,520.0,5.0,552,525.0,-27.0,0,0,,,,,,
2015,9,15,2,OO,4628,N8982A,MSP,LNK,1948,1946.0,-2.0,34.0,2020.0,83.0,89.0,52.0,331,2112.0,3.0,2111,2115.0,4.0,0,0,,,,,,
2015,6,29,1,DL,1961,N911DL,RIC,ATL,700,654.0,-6.0,16.0,710.0,102.0,101.0,75.0,481,825.0,10.0,842,835.0,-7.0,0,0,,,,,,
2015,9,1,2,AA,2457,N4YUAA,TPA,DFW,1436,1430.0,-6.0,11.0,1441.0,159.0,158.0,140.0,929,1601.0,7.0,1615,1608.0,-7.0,0,0,,,,,,
2015,11,26,4,UA,422,N820UA,DEN,AUS,959,1018.0,19.0,42.0,1100.0,133.0,151.0,106.0,775,1346.0,3.0,1312,1349.0,37.0,0,0,,18.0,0.0,19.0,0.0,0.0
2015,3,28,6,MQ,3302,N630MQ,MLI,DFW,602,559.0,-3.0,31.0,630.0,152.0,144.0,94.0,691,804.0,19.0,834,823.0,-11.0,0,0,,,,,,
2015,5,15,5,WN,746,N755SA,BUR,OAK,1340,1522.0,102.0,10.0,1532.0,70.0,68.0,53.0,325,1625.0,5.0,1450,1630.0,100.0,0,0,,0.0,0.0,56.0,44.0,0.0
2015,7,18,6,WN,2995,N8654B,HOU,PHX,1345,1350.0,5.0,7.0,1357.0,155.0,141.0,128.0,1020,1405.0,6.0,1420,1411.0,-9.0,0,0,,,,,,
2015,1,5,1,EV,5181,N870AS,OMA,DTW,610,605.0,-5.0,44.0,649.0,131.0,149.0,95.0,651,924.0,10.0,921,934.0,13.0,0,0,,,,,,
2015,12,5,6,EV,4194,N13133,MCI,IAH,1435,1624.0,109.0,13.0,1637.0,125.0,125.0,105.0,643,1822.0,7.0,1640,1829.0,109.0,0,0,,107.0,0.0,0.0,2.0,0.0
2015,8,11,2,DL,2605,N937AT,ATL,SDF,2051,2051.0,0.0,20.0,2111.0,85.0,73.0,49.0,321,2200.0,4.0,2216,2204.0,-12.0,0,0,,,,,,
2015,5,8,5,WN,201,N790SW,CAK,ATL,1740,1758.0,18.0,14.0,1812.0,105.0,94.0,72.0,528,1924.0,8.0,1925,1932.0,7.0,0,0,,,,,,
2015,5,21,4,DL,1770,N822DN,SEA,MSP,1547,1545.0,-2.0,15.0,1600.0,192.0,191.0,173.0,1399,2053.0,3.0,2059,2056.0,-3.0,0,0,,,,,,
